OBJECTID,Borough,Type,Provider,Remarks,SSID,Activated,Latitude,Longitude
7173,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2016-12-14,40.787247,-73.977646
7522,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-15,40.755043,-73.968552
7523,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-15,40.755193,-73.968444
7524,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-08,40.755335,-73.968041
7525,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-03-05,40.756018,-73.967467
7526,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-08,40.75678,-73.96698
7527,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2099-01-01,40.757417,-73.966528
7528,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-12-15,40.757975,-73.966421
7529,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2016-07-19,40.773006,-73.958069
7530,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2016-12-29,40.725335,-74.007554
7531,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-04-10,40.726889,-74.007487
7532,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-05-10,40.727978,-74.006987
7533,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2016-12-14,40.748482,-73.996012
7534,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2099-01-01,40.743414,-74.003725
7535,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2099-01-01,40.73116,-73.994079
7536,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2016-10-27,40.729831,-73.986658
7537,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2016-10-27,40.731015,-73.988685
7538,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-08-31,40.73157,-73.988579
7539,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2016-12-02,40.731777,-73.988135
7540,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-04-07,40.732039,-73.987938
7541,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2016-08-19,40.721425,-73.993454
7542,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2016-09-19,40.71792,-73.99494
7543,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2099-01-01,40.719679,-74.004974
7544,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2016-10-21,40.730232,-73.989262
7545,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2016-12-28,40.719215,-73.98985
7546,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-06-19,40.72358,-73.98839
7547,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-05-30,40.727794,-73.985325
7548,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-06-05,40.728126,-73.985083
7549,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-10-06,40.728824,-73.98468
7550,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-08-30,40.7303,-73.983193
7551,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2016-12-28,40.736387,-73.994742
7552,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2016-12-09,40.748615,-73.992489
7553,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-11-02,40.745578,-73.991002
7554,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-11-02,40.744668,-73.991375
7555,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-01-18,40.745968,-73.994039
7556,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-10-10,40.746155,-73.994286
7557,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2016-11-21,40.744742,-73.985367
7558,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2016-11-21,40.745126,-73.984639
7559,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-08-30,40.746709,-73.986207
7560,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2016-12-09,40.747114,-73.985245
7561,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-03-23,40.747737,-73.984833
7562,BK,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-07-25,40.689026,-73.980862
7563,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-12-04,40.746881,-73.981065
7564,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-01-18,40.750488,-73.99113
1590,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.840706,-73.891398
1591,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.84071,-73.896045
1592,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.8412,-73.8919
1593,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.841626,-73.892961
1594,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.841693,-73.894399
1595,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.84182,-73.894281
1596,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.881477,-73.897951
1597,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.816436,-73.838292
1598,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.821599,-73.826654
1599,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.821068,-73.82621
1600,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.820619,-73.825839
1601,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.818063,-73.82387
1602,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.817732,-73.82368
1603,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.816357,-73.837449
1604,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.815346,-73.837671
1605,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.816412,-73.833998
1606,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.818752,-73.82456
1607,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.81469,-73.898502
1608,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.623001,-73.984689
1609,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.623315,-73.985265
1610,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.623831,-73.983592
1611,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.624244,-73.984404
1612,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.623457,-73.982884
1613,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.87455,-73.86554
1614,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.874779,-73.865005
1615,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.87322,-73.837825
1616,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.872676,-73.839478
1617,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.87364,-73.840586
1618,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.874777,-73.839181
1619,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.694837,-73.918627
1620,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.694769,-73.91851
1621,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.68992,-73.94647
1622,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.824255,-73.89791
2188,MN,Free,Transit Wireless,SN 439,TransitWirelessWiFi,2099-01-01,40.807745,-73.945502
2189,MN,Free,Transit Wireless,SN 392,TransitWirelessWiFi,2099-01-01,40.804138,-73.937594
2190,MN,Free,Transit Wireless,SN 153,TransitWirelessWiFi,2099-01-01,40.811109,-73.952343
2191,MN,Free,Transit Wireless,SN 438,TransitWirelessWiFi,2099-01-01,40.814229,-73.94077
2192,MN,Free,Transit Wireless,SN 152,TransitWirelessWiFi,2099-01-01,40.817894,-73.947649
2193,MN,Free,Transit Wireless,SN 305,TransitWirelessWiFi,2099-01-01,40.822008,-73.953676
2194,MN,Free,Transit Wireless,SN 397,TransitWirelessWiFi,2099-01-01,40.779492,-73.955589
2195,MN,Free,Transit Wireless,SN 304,TransitWirelessWiFi,2099-01-01,40.826551,-73.95036
2196,MN,Free,Transit Wireless,SN 437,TransitWirelessWiFi,2099-01-01,40.820421,-73.936245
2197,MN,Free,Transit Wireless,SN 151,TransitWirelessWiFi,2099-01-01,40.824783,-73.944216
2198,MN,Free,Transit Wireless,SN 220,TransitWirelessWiFi,2099-01-01,40.830135,-73.938209
2199,MN,Free,Transit Wireless,SN 150,TransitWirelessWiFi,2099-01-01,40.830518,-73.941514
2200,MN,Free,Transit Wireless,SN 303,TransitWirelessWiFi,2099-01-01,40.834041,-73.94489
2201,MN,Free,Transit Wireless,SN 21,TransitWirelessWiFi,2099-01-01,40.710688,-74.011029
2202,MN,Free,Transit Wireless,SN 149,TransitWirelessWiFi,2099-01-01,40.836013,-73.939892
2203,MN,Free,Transit Wireless,SN 147,TransitWirelessWiFi,2099-01-01,40.847391,-73.939704
2204,MN,Free,Transit Wireless,SN 146,TransitWirelessWiFi,2099-01-01,40.851695,-73.937969
2205,MN,Free,Transit Wireless,SN 300,TransitWirelessWiFi,2099-01-01,40.855225,-73.929412
2206,MN,Free,Transit Wireless,SN 399,TransitWirelessWiFi,2099-01-01,40.768141,-73.96387
2207,MN,Free,Transit Wireless,SN 398,TransitWirelessWiFi,2099-01-01,40.77362,-73.959874
2208,MN,Free,Transit Wireless,SN 396,TransitWirelessWiFi,2099-01-01,40.785672,-73.95107
2209,BX,Free,Transit Wireless,SN 376,TransitWirelessWiFi,2099-01-01,40.807566,-73.91924
2210,MN,Free,Transit Wireless,SN 308,TransitWirelessWiFi,2099-01-01,40.803967,-73.966847
2211,MN,Free,Transit Wireless,SN 155,TransitWirelessWiFi,2099-01-01,40.800605,-73.958159
2212,MN,Free,Transit Wireless,SN 441,TransitWirelessWiFi,2099-01-01,40.799075,-73.951822
2213,BX,Free,Transit Wireless,SN 375,TransitWirelessWiFi,2099-01-01,40.805368,-73.914042
2214,MN,Free,Transit Wireless,SN 233,TransitWirelessWiFi,2099-01-01,40.718611,-73.988114
2215,MN,Free,Transit Wireless,SN 102,TransitWirelessWiFi,2099-01-01,40.718315,-73.987437
2216,MN,Free,Transit Wireless,SN 144,TransitWirelessWiFi,2099-01-01,40.865491,-73.927271
2217,BX,Free,Transit Wireless,SN 374,TransitWirelessWiFi,2099-01-01,40.808719,-73.907657
2218,BX,Free,Transit Wireless,SN 373,TransitWirelessWiFi,2099-01-01,40.812118,-73.904098
2219,MN,Free,Transit Wireless,SN 234,TransitWirelessWiFi,2099-01-01,40.713715,-73.990173
2220,QU,Free,Transit Wireless,SN 447,TransitWirelessWiFi,2099-01-01,40.7596,-73.83003
2221,MN,Free,Transit Wireless,SN 106,TransitWirelessWiFi,2099-01-01,40.710374,-74.007582
2222,MN,Free,Transit Wireless,SN 332,TransitWirelessWiFi,2099-01-01,40.709416,-74.006571
2223,MN,Free,Transit Wireless,SN 412,TransitWirelessWiFi,2099-01-01,40.710368,-74.009509
2224,MN,Free,Transit Wireless,SN 412A,TransitWirelessWiFi,2099-01-01,40.71417,-73.999153
2225,MN,Free,Transit Wireless,SN 172,TransitWirelessWiFi,2099-01-01,40.710197,-74.007691
2226,MN,Free,Transit Wireless,SN 436,TransitWirelessWiFi,2099-01-01,40.82388,-73.93647
2227,MN,Free,Transit Wireless,SN 143,TransitWirelessWiFi,2099-01-01,40.868072,-73.919899
2228,QU,Free,Transit Wireless,SN 280,TransitWirelessWiFi,2099-01-01,40.702566,-73.816859
2229,BX,Free,Transit Wireless,SN 372,TransitWirelessWiFi,2099-01-01,40.816104,-73.896435
2230,MN,Free,Transit Wireless,SN 232,TransitWirelessWiFi,2099-01-01,40.723402,-73.989938
2231,BX,Free,Transit Wireless,SN 210,TransitWirelessWiFi,2099-01-01,40.874811,-73.878855
2232,BX,Free,Transit Wireless,SN 211,TransitWirelessWiFi,2099-01-01,40.873244,-73.887138
2233,BX,Free,Transit Wireless,SN 212,TransitWirelessWiFi,2099-01-01,40.866978,-73.893509
2234,BX,Free,Transit Wireless,SN 217,TransitWirelessWiFi,2099-01-01,40.839306,-73.9134
2235,BX,Free,Transit Wireless,SN 425,TransitWirelessWiFi,2099-01-01,40.820948,-73.890549
2236,MN,Free,Transit Wireless,SN 7,TransitWirelessWiFi,2099-01-01,40.76266,-73.967258
2237,BX,Free,Transit Wireless,SN 215,TransitWirelessWiFi,2099-01-01,40.85041,-73.905227
2238,BX,Free,Transit Wireless,SN 216,TransitWirelessWiFi,2099-01-01,40.8459,-73.910136
2239,BX,Free,Transit Wireless,SN 219,TransitWirelessWiFi,2099-01-01,40.827905,-73.925651
2240,MN,Free,Transit Wireless,SN 275,TransitWirelessWiFi,2099-01-01,40.757552,-73.969055
2241,MN,Free,Transit Wireless,SN 400,TransitWirelessWiFi,2099-01-01,40.762526,-73.967967
2242,MN,Free,Transit Wireless,SN 401,TransitWirelessWiFi,2099-01-01,40.757107,-73.97192
2243,BX,Free,Transit Wireless,SN 213,TransitWirelessWiFi,2099-01-01,40.861296,-73.897749
2244,BX,Free,Transit Wireless,SN 214,TransitWirelessWiFi,2099-01-01,40.856093,-73.900741
2245,BK,Free,Transit Wireless,SN 120,TransitWirelessWiFi,2099-01-01,40.717304,-73.956872
2246,BK,Free,Transit Wireless,SN 122,TransitWirelessWiFi,2099-01-01,40.714565,-73.944053
2247,BK,Free,Transit Wireless,SN 283,TransitWirelessWiFi,2099-01-01,40.731352,-73.954449
2248,BK,Free,Transit Wireless,SN 284,TransitWirelessWiFi,2099-01-01,40.724635,-73.951277
2249,MN,Free,Transit Wireless,SN 17,TransitWirelessWiFi,2099-01-01,40.724329,-73.997702
2250,MN,Free,Transit Wireless,SN 323,TransitWirelessWiFi,2099-01-01,40.733422,-74.002906
2251,MN,Free,Transit Wireless,SN 324,TransitWirelessWiFi,2099-01-01,40.728251,-74.005367
2252,MN,Free,Transit Wireless,SN 16,TransitWirelessWiFi,2099-01-01,40.730328,-73.992629
2253,MN,Free,Transit Wireless,SN 18,TransitWirelessWiFi,2099-01-01,40.719527,-74.001775
2254,MN,Free,Transit Wireless,SN 19,TransitWirelessWiFi,2099-01-01,40.718383,-74.00046
2255,MN,Free,Transit Wireless,SN 20,TransitWirelessWiFi,2099-01-01,40.713282,-74.006978
2256,MN,Free,Transit Wireless,SN 103,TransitWirelessWiFi,2099-01-01,40.72028,-73.993915
2257,MN,Free,Transit Wireless,SN 104,TransitWirelessWiFi,2099-01-01,40.718092,-73.999892
2258,MN,Free,Transit Wireless,SN 118,TransitWirelessWiFi,2099-01-01,40.732849,-73.986122
2259,MN,Free,Transit Wireless,SN 119,TransitWirelessWiFi,2099-01-01,40.730953,-73.981628
2260,MN,Free,Transit Wireless,SN 167,TransitWirelessWiFi,2099-01-01,40.732338,-74.000495
2261,MN,Free,Transit Wireless,SN 168,TransitWirelessWiFi,2099-01-01,40.726227,-74.003739
2262,MN,Free,Transit Wireless,SN 169,TransitWirelessWiFi,2099-01-01,40.720824,-74.005229
2263,MN,Free,Transit Wireless,SN 170,TransitWirelessWiFi,2099-01-01,40.714111,-74.008585
2264,MN,Free,Transit Wireless,SN 171,TransitWirelessWiFi,2099-01-01,40.712582,-74.009781
2265,MN,Free,Transit Wireless,SN 231,TransitWirelessWiFi,2099-01-01,40.718267,-73.993753
2266,MN,Free,Transit Wireless,SN 325,TransitWirelessWiFi,2099-01-01,40.722854,-74.006277
2267,MN,Free,Transit Wireless,SN 326,TransitWirelessWiFi,2099-01-01,40.719318,-74.006886
2268,MN,Free,Transit Wireless,SN 327,TransitWirelessWiFi,2099-01-01,40.715478,-74.009266
2269,MN,Free,Transit Wireless,SN 329,TransitWirelessWiFi,2099-01-01,40.707513,-74.013783
2270,MN,Free,Transit Wireless,SN 331,TransitWirelessWiFi,2099-01-01,40.713051,-74.008811
2271,MN,Free,Transit Wireless,SN 333,TransitWirelessWiFi,2099-01-01,40.706821,-74.0091
2272,MN,Free,Transit Wireless,SN 409,TransitWirelessWiFi,2099-01-01,40.722301,-73.997141
1623,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.828468,-73.9227
1624,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.828057,-73.923075
1625,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.827831,-73.922677
1626,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.827441,-73.923008
1627,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.827563,-73.923631
1628,QU,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.771229,-73.80905
1629,QU,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.769751,-73.808748
1630,QU,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.769652,-73.807508
1631,QU,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.769536,-73.805968
1632,QU,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.770532,-73.805507
1633,MN,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.754447,-73.984222
1634,BK,Free,AT&T,Remarks not available,attwifi,2099-01-01,40.6943,-73.9988
1635,MN,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.754317,-73.983094
1636,MN,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.753164,-73.983964
1637,MN,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.753689,-73.984769
1638,MN,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.752776,-73.98164
1639,BK,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.68063,-73.995382
1640,BK,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.68063,-73.995382
1641,QU,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.75141,-73.82472
1642,QU,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.75014,-73.82284
1643,QU,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.7437,-73.81732
1644,QU,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.74366,-73.81396
1645,MN,Partner Site,Partner,Remarks not available,BryantPark.org,2099-01-01,40.7538,-73.9833
1646,BK,Free,AT&T,Remarks not available,attwifi,2099-01-01,40.693,-74.0019
1647,QU,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.74549,-73.81357
1648,QU,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.74243,-73.81151
1649,QU,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.74849,-73.82121
1650,QU,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.74381,-73.80419
1651,QU,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.74191,-73.80816
1652,QU,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.74589,-73.80342
7565,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-06-12,40.760235,-73.984012
7566,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-03-08,40.759379,-73.984637
7567,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-15,40.759205,-73.97699
7568,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-03-28,40.762468,-73.974732
7569,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-05-08,40.764254,-73.971198
7570,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-04-04,40.758689,-73.965589
7571,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-01-25,40.800446,-73.946484
7572,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2016-11-07,40.807326,-73.952789
7573,BX,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-06-13,40.850548,-73.900954
7574,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-03-29,40.843567,-73.937807
7575,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-20,40.849854,-73.933473
7576,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-06,40.852857,-73.931007
7577,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2099-01-01,40.850038,-73.933342
7578,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2016-11-16,40.812656,-73.949489
7579,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-16,40.849698,-73.933322
7580,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-20,40.855416,-73.929403
7581,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-20,40.855615,-73.928997
7582,BX,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-01-17,40.854346,-73.910218
7583,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2099-01-01,40.742674,-73.996549
7584,BX,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-01-17,40.853764,-73.907899
7585,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-08,40.769567,-73.988099
7586,BK,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-04-13,40.664166,-73.95092
7587,BX,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2099-01-01,40.813998,-73.919171
7588,QU,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-05-23,40.760473,-73.922019
1680,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.809576,-73.951689
1681,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.807263,-73.946637
1682,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.806086,-73.949224
1683,MN,Free,Harlem,Remarks not available,Harlem Wi-Fi,2099-01-01,40.810601,-73.950577
