OBJECTID,Borough,Type,Provider,Name,Location,Latitude,Longitude,X,Y,Location_T,Remarks,City,SSID,SourceID,Activated,BoroCode,BoroName,NTACode,NTAName,CounDist,Postcode,BoroCD,CT2010,BCTCB2010,BIN,BBL,DOITT_ID,"Location (Lat, Long)"
803,MN,Free,Harlem,,pole 03: MavES1S116,40.799721,-73.944932,999496.4597,230641.7081,Outdoor,,New York,Harlem Wi-Fi,,,1,Manhattan,MN34,East Harlem North,8,10029,111,184,1018400,0,0,807,"{'latitude': '40.799721', 'needs_recoding': False, 'longitude': '-73.944932', 'human_address': '{""address"":"""",""city"":""New York"",""state"":"""",""zip"":""""}'}"
804,MN,Free,Harlem,,pole 02: MavWSMB113,40.797893,-73.946259,999129.4673,229975.4758,Outdoor,,New York,Harlem Wi-Fi,,,1,Manhattan,MN34,East Harlem North,8,10029,111,184,1018400,0,0,808,"{'latitude': '40.797893', 'needs_recoding': False, 'longitude': '-73.946259', 'human_address': '{""address"":"""",""city"":""New York"",""state"":"""",""zip"":""""}'}"
805,BK,Limited Free,SPECTRUM,Coffey Park,Open Seating,40.677193,-74.008723,981830.452,185996.2029,Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,0,,3,Brooklyn,BK33,Carroll Gardens-Columbia Street-Red Hook,38,11231,306,85,3008500,3008423,3005320001,810,"{'latitude': '40.677193', 'needs_recoding': False, 'longitude': '-74.008723', 'human_address': '{""address"":"""",""city"":""Brooklyn"",""state"":"""",""zip"":""""}'}"
806,BK,Limited Free,SPECTRUM,Coffey Park,Playground Area,40.677193,-74.008723,981830.452,185996.2029,Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,0,,3,Brooklyn,BK33,Carroll Gardens-Columbia Street-Red Hook,38,11231,306,85,3008500,3008423,3005320001,811,"{'latitude': '40.677193', 'needs_recoding': False, 'longitude': '-74.008723', 'human_address': '{""address"":"""",""city"":""Brooklyn"",""state"":"""",""zip"":""""}'}"
807,BK,Limited Free,SPECTRUM,Coffey Park,Baseball Field,40.677193,-74.008723,981830.452,185996.2029,Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,0,,3,Brooklyn,BK33,Carroll Gardens-Columbia Street-Red Hook,38,11231,306,85,3008500,3008423,3005320001,812,"{'latitude': '40.677193', 'needs_recoding': False, 'longitude': '-74.008723', 'human_address': '{""address"":"""",""city"":""Brooklyn"",""state"":"""",""zip"":""""}'}"
808,QU,Limited Free,SPECTRUM,Cunningham Park,Parking lot on Union Turn Pike at 196th Place,40.73121,-73.774084,1046862.781,205756.8336,Outdoor TWC Aerial,3 free 10 min sessions,Queens,GuestWiFi,0,,4,Queens,QN41,Fresh Meadows-Utopia,23,11366,408,1333,4133300,0,0,813,"{'latitude': '40.73121', 'needs_recoding': False, 'longitude': '-73.774084', 'human_address': '{""address"":"""",""city"":""Queens"",""state"":"""",""zip"":""""}'}"
809,QU,Limited Free,SPECTRUM,Cunningham Park,Ball field 3 on Union Turn Pike at 194th St,40.730544,-73.776718,1046133.386,205512.318,Outdoor TWC Aerial,3 free 10 min sessions,Queens,GuestWiFi,0,,4,Queens,QN41,Fresh Meadows-Utopia,23,11366,408,1333,4133300,0,0,814,"{'latitude': '40.730544', 'needs_recoding': False, 'longitude': '-73.776718', 'human_address': '{""address"":"""",""city"":""Queens"",""state"":"""",""zip"":""""}'}"
810,QU,Limited Free,SPECTRUM,Cunningham Park,Parking lot and Tennis Courts,40.730124,-73.773857,1046926.715,205361.3334,Outdoor,3 free 10 min sessions,Queens,GuestWiFi,0,,4,Queens,QN99,park-cemetery-etc-Queens,23,11423,408,1283,4128300,0,4072900001,815,"{'latitude': '40.730124', 'needs_recoding': False, 'longitude': '-73.773857', 'human_address': '{""address"":"""",""city"":""Queens"",""state"":"""",""zip"":""""}'}"
811,QU,Limited Free,SPECTRUM,Cunningham Park,Parking lot and Tennis Courts,40.730124,-73.773857,1046926.715,205361.3334,Outdoor,3 free 10 min sessions,Queens,GuestWiFi,0,,4,Queens,QN99,park-cemetery-etc-Queens,23,11423,408,1283,4128300,0,4072900001,816,"{'latitude': '40.730124', 'needs_recoding': False, 'longitude': '-73.773857', 'human_address': '{""address"":"""",""city"":""Queens"",""state"":"""",""zip"":""""}'}"
812,QU,Limited Free,SPECTRUM,Cunningham Park,Playground off 193rd and Aberdeen,40.726811,-73.775861,1046374.386,204152.8811,Outdoor TWC Aerial,3 free 10 min sessions,Queens,GuestWiFi,0,,4,Queens,QN99,park-cemetery-etc-Queens,23,11423,408,1283,4128300,0,0,817,"{'latitude': '40.726811', 'needs_recoding': False, 'longitude': '-73.775861', 'human_address': '{""address"":"""",""city"":""Queens"",""state"":"""",""zip"":""""}'}"
813,QU,Limited Free,SPECTRUM,Cunningham Park,Parking lot and Tennis Courts,40.729869,-73.773841,1046931.389,205268.4409,Outdoor,3 free 10 min sessions,Queens,GuestWiFi,0,,4,Queens,QN99,park-cemetery-etc-Queens,23,11423,408,1283,4128300,0,4072900001,818,"{'latitude': '40.729869', 'needs_recoding': False, 'longitude': '-73.773841', 'human_address': '{""address"":"""",""city"":""Queens"",""state"":"""",""zip"":""""}'}"
814,MN,Limited Free,SPECTRUM,Dante Park,Park Area at W63rd & Columbus,40.772005,-73.982384,989129.3032,220539.5206,Outdoor,3 free 10 min sessions,New York,GuestWiFi,0,,1,Manhattan,MN14,Lincoln Square,6,10023,107,149,1014900,0,0,820,"{'latitude': '40.772005', 'needs_recoding': False, 'longitude': '-73.982384', 'human_address': '{""address"":"""",""city"":""New York"",""state"":"""",""zip"":""""}'}"
815,BK,Limited Free,SPECTRUM,Dyker Beach Park,Playground,40.61299,-74.012924,980661.7457,162605.438,Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,0,,3,Brooklyn,BK99,park-cemetery-etc-Brooklyn,43,11228,310,154,3015400,0,3064180001,821,"{'latitude': '40.61299', 'needs_recoding': False, 'longitude': '-74.012924', 'human_address': '{""address"":"""",""city"":""Brooklyn"",""state"":"""",""zip"":""""}'}"
816,QU,Limited Free,SPECTRUM,Elmhurst Park,Park Area,40.730822,-73.884479,1016266.94,205555.8445,Outdoor TWC Aerial,3 free 10 min sessions,Queens,GuestWiFi,0,,4,Queens,QN29,Elmhurst,25,11373,404,499,4049900,0,4028060029,822,"{'latitude': '40.730822', 'needs_recoding': False, 'longitude': '-73.884479', 'human_address': '{""address"":"""",""city"":""Queens"",""state"":"""",""zip"":""""}'}"
817,QU,Limited Free,SPECTRUM,Elmhurst Park,Park Area,40.730489,-73.8842,1016344.426,205434.6243,Outdoor TWC Aerial,3 free 10 min sessions,Queens,GuestWiFi,0,,4,Queens,QN29,Elmhurst,25,11373,404,499,4049900,0,0,823,"{'latitude': '40.730489', 'needs_recoding': False, 'longitude': '-73.8842', 'human_address': '{""address"":"""",""city"":""Queens"",""state"":"""",""zip"":""""}'}"
818,QU,Limited Free,SPECTRUM,Elmhurst Park,Park Area,40.728838,-73.883751,1016469.667,204833.279,Outdoor TWC Aerial,3 free 10 min sessions,Queens,GuestWiFi,0,,4,Queens,QN29,Elmhurst,25,11373,404,499,4049900,0,0,824,"{'latitude': '40.728838', 'needs_recoding': False, 'longitude': '-73.883751', 'human_address': '{""address"":"""",""city"":""Queens"",""state"":"""",""zip"":""""}'}"
819,MN,Limited Free,SPECTRUM,Gertrude Ederle Recreation Center,East and South Park Area,40.771442,-73.988109,987543.6132,220334.1339,Outdoor,3 free 10 min sessions,New York,GuestWiFi,0,,1,Manhattan,MN14,Lincoln Square,6,10023,107,147,1014700,0,0,825,"{'latitude': '40.771442', 'needs_recoding': False, 'longitude': '-73.988109', 'human_address': '{""address"":"""",""city"":""New York"",""state"":"""",""zip"":""""}'}"
820,MN,Limited Free,SPECTRUM,Gertrude Ederle Recreation Center,"1st Floor, North Multi-purpose Rm",40.771442,-73.988109,987543.6132,220334.1339,Indoor,3 free 10 min sessions,New York,GuestWiFi,0,,1,Manhattan,MN14,Lincoln Square,6,10023,107,147,1014700,0,0,826,"{'latitude': '40.771442', 'needs_recoding': False, 'longitude': '-73.988109', 'human_address': '{""address"":"""",""city"":""New York"",""state"":"""",""zip"":""""}'}"
821,MN,Limited Free,SPECTRUM,Gertrude Ederle Recreation Center,"1st Floor, South Multi-purpose Rm",40.771442,-73.988109,987543.6132,220334.1339,Indoor,3 free 10 min sessions,New York,GuestWiFi,0,,1,Manhattan,MN14,Lincoln Square,6,10023,107,147,1014700,0,0,827,"{'latitude': '40.771442', 'needs_recoding': False, 'longitude': '-73.988109', 'human_address': '{""address"":"""",""city"":""New York"",""state"":"""",""zip"":""""}'}"
822,MN,Limited Free,SPECTRUM,Gertrude Ederle Recreation Center,"1st Floor, North Lobby",40.771442,-73.988109,987543.6132,220334.1339,Indoor,3 free 10 min sessions,New York,GuestWiFi,0,,1,Manhattan,MN14,Lincoln Square,6,10023,107,147,1014700,0,0,828,"{'latitude': '40.771442', 'needs_recoding': False, 'longitude': '-73.988109', 'human_address': '{""address"":"""",""city"":""New York"",""state"":"""",""zip"":""""}'}"
823,MN,Limited Free,SPECTRUM,Gertrude Ederle Recreation Center,"2nd Floor, South Lobby",40.771442,-73.988109,987543.6132,220334.1339,Indoor,3 free 10 min sessions,New York,GuestWiFi,0,,1,Manhattan,MN14,Lincoln Square,6,10023,107,147,1014700,0,0,829,"{'latitude': '40.771442', 'needs_recoding': False, 'longitude': '-73.988109', 'human_address': '{""address"":"""",""city"":""New York"",""state"":"""",""zip"":""""}'}"
824,MN,Limited Free,SPECTRUM,Gertrude Ederle Recreation Center,"2nd Floor, South Fitness Center",40.771442,-73.988109,987543.6132,220334.1339,Indoor,3 free 10 min sessions,New York,GuestWiFi,0,,1,Manhattan,MN14,Lincoln Square,6,10023,107,147,1014700,0,0,830,"{'latitude': '40.771442', 'needs_recoding': False, 'longitude': '-73.988109', 'human_address': '{""address"":"""",""city"":""New York"",""state"":"""",""zip"":""""}'}"
825,SI,Limited Free,SPECTRUM,Greenbelt Recreation Center,Parking area and ballfield,40.59205,-74.139087,945621.4109,155006.86,Outdoor TWC Aerial,3 free 10 min sessions,Staten Island,GuestWiFi,0,,5,Staten Island,SI05,New Springville-Bloomfield-Travis,50,10314,502,27302,5027302,0,5019550001,831,"{'latitude': '40.59205', 'needs_recoding': False, 'longitude': '-74.139087', 'human_address': '{""address"":"""",""city"":""Staten Island"",""state"":"""",""zip"":""""}'}"
826,SI,Limited Free,SPECTRUM,Greenbelt Recreation Center,Parking area and ballfield,40.591904,-74.138573,945764.0796,154953.4424,Outdoor TWC Aerial,3 free 10 min sessions,Staten Island,GuestWiFi,0,,5,Staten Island,SI05,New Springville-Bloomfield-Travis,50,10314,502,27302,5027302,0,5019550001,832,"{'latitude': '40.591904', 'needs_recoding': False, 'longitude': '-74.138573', 'human_address': '{""address"":"""",""city"":""Staten Island"",""state"":"""",""zip"":""""}'}"
827,SI,Limited Free,SPECTRUM,Greenbelt Recreation Center,Parking area and ballfield,40.592023,-74.138056,945907.7345,154996.5703,Outdoor TWC Aerial,3 free 10 min sessions,Staten Island,GuestWiFi,0,,5,Staten Island,SI05,New Springville-Bloomfield-Travis,50,10314,502,27302,5027302,0,5019550001,833,"{'latitude': '40.592023', 'needs_recoding': False, 'longitude': '-74.138056', 'human_address': '{""address"":"""",""city"":""Staten Island"",""state"":"""",""zip"":""""}'}"
828,SI,Limited Free,SPECTRUM,Greenbelt Recreation Center,1st Floor,40.591847,-74.139153,945602.9631,154932.9313,Indoor,3 free 10 min sessions,Staten Island,GuestWiFi,0,,5,Staten Island,SI05,New Springville-Bloomfield-Travis,50,10314,502,27302,5027302,5107273,5019550001,834,"{'latitude': '40.591847', 'needs_recoding': False, 'longitude': '-74.139153', 'human_address': '{""address"":"""",""city"":""Staten Island"",""state"":"""",""zip"":""""}'}"
829,SI,Limited Free,SPECTRUM,Greenbelt Recreation Center,2nd Floor,40.59203,-74.13812,945889.9638,154999.1487,Indoor,3 free 10 min sessions,Staten Island,GuestWiFi,0,,5,Staten Island,SI05,New Springville-Bloomfield-Travis,50,10314,502,27302,5027302,0,5019550001,835,"{'latitude': '40.59203', 'needs_recoding': False, 'longitude': '-74.13812', 'human_address': '{""address"":"""",""city"":""Staten Island"",""state"":"""",""zip"":""""}'}"
830,MN,Limited Free,SPECTRUM,Hamilton Fish Recreation Center,Lobby,40.71996,-73.981478,989384.2578,201577.9128,Indoor,3 free 10 min sessions,New York,GuestWiFi,0,,1,Manhattan,MN28,Lower East Side,2,10002,103,2201,1002201,1081934,1003400001,836,"{'latitude': '40.71996', 'needs_recoding': False, 'longitude': '-73.981478', 'human_address': '{""address"":"""",""city"":""New York"",""state"":"""",""zip"":""""}'}"
831,MN,Limited Free,SPECTRUM,Hamilton Fish Recreation Center,North East area,40.720102,-73.981299,989433.8653,201629.6581,Outdoor,3 free 10 min sessions,New York,GuestWiFi,0,,1,Manhattan,MN28,Lower East Side,2,10002,103,2201,1002201,0,1003400001,837,"{'latitude': '40.720102', 'needs_recoding': False, 'longitude': '-73.981299', 'human_address': '{""address"":"""",""city"":""New York"",""state"":"""",""zip"":""""}'}"
832,BK,Free,Downtown Brooklyn,,160 Schermerhorn St.,40.689319,-73.987162,987810.3016,190414.1966,Outdoor,,Brooklyn,Downtown Brooklyn WiFi,,,3,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,33,11201,302,43,3004300,3394335,3001700015,838,"{'latitude': '40.689319', 'needs_recoding': False, 'longitude': '-73.987162', 'human_address': '{""address"":"""",""city"":""Brooklyn"",""state"":"""",""zip"":""""}'}"
833,BK,Free,Downtown Brooklyn,,160 Schermerhorn St.,40.689319,-73.987162,987810.3016,190414.1966,Outdoor,,Brooklyn,Downtown Brooklyn WiFi,,,3,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,33,11201,302,43,3004300,3394335,3001700015,839,"{'latitude': '40.689319', 'needs_recoding': False, 'longitude': '-73.987162', 'human_address': '{""address"":"""",""city"":""Brooklyn"",""state"":"""",""zip"":""""}'}"
834,BK,Free,Downtown Brooklyn,,160 Schermerhorn St.,40.689319,-73.987162,987810.3016,190414.1966,Outdoor,,Brooklyn,Downtown Brooklyn WiFi,,,3,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,33,11201,302,43,3004300,3394335,3001700015,840,"{'latitude': '40.689319', 'needs_recoding': False, 'longitude': '-73.987162', 'human_address': '{""address"":"""",""city"":""Brooklyn"",""state"":"""",""zip"":""""}'}"
835,BK,Limited Free,ALTICEUSA,MARIA HERNANDEZ,IN PARK ABOVE  PLAYGROUND  NORTH SIDE,40.702978,-73.924737,1005118.052,195399.2779,Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,,3,Brooklyn,BK77,Bushwick North,34,11237,304,429,3042900,0,3032030001,841,"{'latitude': '40.702978', 'needs_recoding': False, 'longitude': '-73.924737', 'human_address': '{""address"":"""",""city"":""Brooklyn"",""state"":"""",""zip"":""""}'}"
836,BK,Limited Free,ALTICEUSA,MARIA HERNANDEZ,IN PARK LEFT SIDE OF BASKETBNALL COURTS NORTH SIDE,40.703308,-73.924087,1005298.172,195519.6622,Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,,3,Brooklyn,BK77,Bushwick North,34,11237,304,429,3042900,0,3032030001,842,"{'latitude': '40.703308', 'needs_recoding': False, 'longitude': '-73.924087', 'human_address': '{""address"":"""",""city"":""Brooklyn"",""state"":"""",""zip"":""""}'}"
837,BK,Limited Free,ALTICEUSA,MARINE PARK,BACK WALL OF NATURE CENTER,40.603993,-73.930671,1003501.284,159334.9511,Indoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,,3,Brooklyn,BK99,park-cemetery-etc-Brooklyn,46,11234,318,666,3066600,3242368,3085900600,843,"{'latitude': '40.603993', 'needs_recoding': False, 'longitude': '-73.930671', 'human_address': '{""address"":"""",""city"":""Brooklyn"",""state"":"""",""zip"":""""}'}"
838,BK,Limited Free,ALTICEUSA,MARINE PARK,EXHIBIT HALL OF NATURE CENTER,40.604068,-73.93076,1003476.549,159362.2558,Indoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,,3,Brooklyn,BK99,park-cemetery-etc-Brooklyn,46,11234,318,666,3066600,0,3085900600,845,"{'latitude': '40.604068', 'needs_recoding': False, 'longitude': '-73.93076', 'human_address': '{""address"":"""",""city"":""Brooklyn"",""state"":"""",""zip"":""""}'}"
839,BK,Limited Free,ALTICEUSA,MARINE PARK,AVE U 1/P/W/O E 33RD ST,40.605008,-73.930027,1003679.814,159704.8837,Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,,3,Brooklyn,BK99,park-cemetery-etc-Brooklyn,46,11229,318,666,3066600,0,0,846,"{'latitude': '40.605008', 'needs_recoding': False, 'longitude': '-73.930027', 'human_address': '{""address"":"""",""city"":""Brooklyn"",""state"":"""",""zip"":""""}'}"
840,BK,Limited Free,ALTICEUSA,MARINE PARK,C/O AVE U/ E 35TH ST,40.606029,-73.928466,1004112.963,160077.2104,Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,,3,Brooklyn,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,46,11234,318,658,3065800,0,0,847,"{'latitude': '40.606029', 'needs_recoding': False, 'longitude': '-73.928466', 'human_address': '{""address"":"""",""city"":""Brooklyn"",""state"":"""",""zip"":""""}'}"
841,BK,Limited Free,ALTICEUSA,MARINE PARK,AVE U 4/P/W/O E. 33RD ST,40.604383,-73.931063,1003392.322,159476.9521,Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,,3,Brooklyn,BK99,park-cemetery-etc-Brooklyn,46,11229,318,666,3066600,0,0,848,"{'latitude': '40.604383', 'needs_recoding': False, 'longitude': '-73.931063', 'human_address': '{""address"":"""",""city"":""Brooklyn"",""state"":"""",""zip"":""""}'}"
842,BX,Limited Free,ALTICEUSA,Owen F. Dolen Park,BA ON WEST SIDE OF BLDG,40.840657,-73.842668,1027783.082,245590.4754,Outdoor,3 free 10 min sessions,Bronx,GuestWiFi,,,2,Bronx,BX37,Van Nest-Morris Park-Westchester Square,13,10461,210,200,2020000,0,2039840100,849,"{'latitude': '40.840657', 'needs_recoding': False, 'longitude': '-73.842668', 'human_address': '{""address"":"""",""city"":""Bronx"",""state"":"""",""zip"":""""}'}"
843,BX,Limited Free,ALTICEUSA,Owen F. Dolen Park,BA ON EAST SIDE OF BLDG,40.840657,-73.842668,1027783.082,245590.4754,Outdoor,3 free 10 min sessions,Bronx,GuestWiFi,,,2,Bronx,BX37,Van Nest-Morris Park-Westchester Square,13,10461,210,200,2020000,0,2039840100,850,"{'latitude': '40.840657', 'needs_recoding': False, 'longitude': '-73.842668', 'human_address': '{""address"":"""",""city"":""Bronx"",""state"":"""",""zip"":""""}'}"
844,BX,Limited Free,ALTICEUSA,Owen F. Dolen Park,LOBBY REC ROOM CEILING MOUNT,40.840672,-73.842602,1027801.334,245595.9731,Indoor,3 free 10 min sessions,Bronx,GuestWiFi,,,2,Bronx,BX37,Van Nest-Morris Park-Westchester Square,13,10461,210,200,2020000,2041875,2039840100,851,"{'latitude': '40.840672', 'needs_recoding': False, 'longitude': '-73.842602', 'human_address': '{""address"":"""",""city"":""Bronx"",""state"":"""",""zip"":""""}'}"
845,BX,Limited Free,ALTICEUSA,Pelham Bay Park,C/O MIDDLETOWN RD /MCDONOUGH PL,40.846052,-73.82495,1032681.641,247565.3737,Outdoor,3 free 10 min sessions,Bronx,GuestWiFi,,,2,Bronx,BX10,Pelham Bay-Country Club-City Island,13,10465,210,27401,2027401,0,0,852,"{'latitude': '40.846052', 'needs_recoding': False, 'longitude': '-73.82495', 'human_address': '{""address"":"""",""city"":""Bronx"",""state"":"""",""zip"":""""}'}"
846,BX,Limited Free,ALTICEUSA,Van Cortlandt Park,Parade grounds-N/O /Tortoise & Hare statue,40.894246,-73.896288,1012923.553,265092.9246,Outdoor,3 free 10 min sessions,Bronx,GuestWiFi,,,2,Bronx,BX99,park-cemetery-etc-Bronx,11,10471,226,435,2043500,0,2059000150,853,"{'latitude': '40.894246', 'needs_recoding': False, 'longitude': '-73.896288', 'human_address': '{""address"":"""",""city"":""Bronx"",""state"":"""",""zip"":""""}'}"
847,BX,Limited Free,ALTICEUSA,Van Cortlandt Park,Parade grounds-S/O /Tortoise & Hare statue,40.893739,-73.89622,1012942.572,264908.2265,Outdoor,3 free 10 min sessions,Bronx,GuestWiFi,,,2,Bronx,BX99,park-cemetery-etc-Bronx,11,10471,226,435,2043500,0,2059000150,854,"{'latitude': '40.893739', 'needs_recoding': False, 'longitude': '-73.89622', 'human_address': '{""address"":"""",""city"":""Bronx"",""state"":"""",""zip"":""""}'}"
848,BX,Limited Free,ALTICEUSA,Vidalia Park,C/O E 180TH /DALY AV,40.844468,-73.88169,1016983.996,246961.9766,Outdoor,3 free 10 min sessions,Bronx,GuestWiFi,,,2,Bronx,BX17,East Tremont,17,10460,206,363,2036300,0,0,855,"{'latitude': '40.844468', 'needs_recoding': False, 'longitude': '-73.88169', 'human_address': '{""address"":"""",""city"":""Bronx"",""state"":"""",""zip"":""""}'}"
849,BX,Limited Free,ALTICEUSA,Vidalia Park,DALY AV 1 P/S/O E 180TH ST,40.844141,-73.881968,1016907.239,246842.7344,Outdoor,3 free 10 min sessions,Bronx,GuestWiFi,,,2,Bronx,BX17,East Tremont,17,10460,206,363,2036300,0,0,856,"{'latitude': '40.844141', 'needs_recoding': False, 'longitude': '-73.881968', 'human_address': '{""address"":"""",""city"":""Bronx"",""state"":"""",""zip"":""""}'}"
850,BX,Limited Free,ALTICEUSA,Williamsbridge Oval,1ST FL RECEPTION,40.876541,-73.87845,1017864.223,258648.6268,Indoor,3 free 10 min sessions,Bronx,GuestWiFi,,,2,Bronx,BX43,Norwood,11,10467,207,423,2042300,2018251,2033430400,857,"{'latitude': '40.876541', 'needs_recoding': False, 'longitude': '-73.87845', 'human_address': '{""address"":"""",""city"":""Bronx"",""state"":"""",""zip"":""""}'}"
851,BX,Limited Free,ALTICEUSA,Williamsbridge Oval,1ST FL SENIOR GAME ROOM,40.876827,-73.878725,1017788.029,258752.7227,Indoor,3 free 10 min sessions,Bronx,GuestWiFi,,,2,Bronx,BX43,Norwood,11,10467,207,423,2042300,2018251,2033430400,858,"{'latitude': '40.876827', 'needs_recoding': False, 'longitude': '-73.878725', 'human_address': '{""address"":"""",""city"":""Bronx"",""state"":"""",""zip"":""""}'}"
852,BX,Limited Free,ALTICEUSA,Williamsbridge Oval,1ST FL SENIOR LOUNGE,40.876855,-73.878874,1017746.81,258762.867,Indoor,3 free 10 min sessions,Bronx,GuestWiFi,,,2,Bronx,BX43,Norwood,11,10467,207,423,2042300,0,2033430400,859,"{'latitude': '40.876855', 'needs_recoding': False, 'longitude': '-73.878874', 'human_address': '{""address"":"""",""city"":""Bronx"",""state"":"""",""zip"":""""}'}"
853,BX,Limited Free,ALTICEUSA,Williamsbridge Oval,2ND FL COMMUNITY ROOM,40.876643,-73.878542,1017838.73,258685.7543,Indoor,3 free 10 min sessions,Bronx,GuestWiFi,,,2,Bronx,BX43,Norwood,11,10467,207,423,2042300,2018251,2033430400,860,"{'latitude': '40.876643', 'needs_recoding': False, 'longitude': '-73.878542', 'human_address': '{""address"":"""",""city"":""Bronx"",""state"":"""",""zip"":""""}'}"
854,BX,Limited Free,ALTICEUSA,Williamsbridge Oval,RESERVOIR OVAL E  2/P/S/O RESERVOIR PL,40.878445,-73.87548,1018684.58,259343.4827,Outdoor,3 free 10 min sessions,Bronx,GuestWiFi,,,2,Bronx,BX43,Norwood,11,10467,207,423,2042300,0,0,861,"{'latitude': '40.878445', 'needs_recoding': False, 'longitude': '-73.87548', 'human_address': '{""address"":"""",""city"":""Bronx"",""state"":"""",""zip"":""""}'}"
855,BX,Limited Free,ALTICEUSA,Williamsbridge Oval,RESERVOIR OVAL E  1/p/n/o holt pl,40.876788,-73.876273,1018466.138,258739.4616,Outdoor,3 free 10 min sessions,Bronx,GuestWiFi,,,2,Bronx,BX43,Norwood,11,10467,207,423,2042300,0,0,862,"{'latitude': '40.876788', 'needs_recoding': False, 'longitude': '-73.876273', 'human_address': '{""address"":"""",""city"":""Bronx"",""state"":"""",""zip"":""""}'}"
856,BX,Limited Free,ALTICEUSA,Williamsbridge Oval,RESERVOIR OVAL E  1/p/E O BAINBRIDGE AV,40.877001,-73.879322,1017622.844,258815.8896,Outdoor,3 free 10 min sessions,Bronx,GuestWiFi,,,2,Bronx,BX43,Norwood,11,10467,207,423,2042300,0,2033430400,863,"{'latitude': '40.877001', 'needs_recoding': False, 'longitude': '-73.879322', 'human_address': '{""address"":"""",""city"":""Bronx"",""state"":"""",""zip"":""""}'}"
857,BX,Limited Free,ALTICEUSA,Williamsbridge Oval,RESERVOIR OVAL E  3/p/S/o holt pl,40.876099,-73.877384,1018159.247,258487.9998,Outdoor,3 free 10 min sessions,Bronx,GuestWiFi,,,2,Bronx,BX43,Norwood,11,10467,207,423,2042300,0,0,864,"{'latitude': '40.876099', 'needs_recoding': False, 'longitude': '-73.877384', 'human_address': '{""address"":"""",""city"":""Bronx"",""state"":"""",""zip"":""""}'}"
858,BX,Limited Free,ALTICEUSA,Williamsbridge Oval,RESERVOIR OVAL E  8/p/S/o holt pl,40.8762,-73.878749,1017781.708,258524.2727,Outdoor,3 free 10 min sessions,Bronx,GuestWiFi,,,2,Bronx,BX43,Norwood,11,10467,207,423,2042300,0,0,865,"{'latitude': '40.8762', 'needs_recoding': False, 'longitude': '-73.878749', 'human_address': '{""address"":"""",""city"":""Bronx"",""state"":"""",""zip"":""""}'}"
859,BK,Limited Free,ALTICEUSA,Wingate Park,HAWTHRONE ST 1 P/W/BROOKLYN AV,40.65831,-73.94406,999770.7882,179121.4272,Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,,3,Brooklyn,BK60,Prospect Lefferts Gardens-Wingate,40,11203,309,810,3081000,0,3048110001,866,"{'latitude': '40.65831', 'needs_recoding': False, 'longitude': '-73.94406', 'human_address': '{""address"":"""",""city"":""Brooklyn"",""state"":"""",""zip"":""""}'}"
860,MN,Free,Manhattan Down Alliance,4,"11 Fulton Street, New York, NY 10038, USA",40.7066002,-74.0031967,983363.7042,196710.0053,Outdoor,,New York,#DwtwnAllianceFreeWiFi,,,1,Manhattan,MN25,Battery Park City-Lower Manhattan,1,10038,101,1501,1001501,1001318,1000960001,57,"{'latitude': '40.7066001999', 'needs_recoding': False, 'longitude': '-74.0031966998', 'human_address': '{""address"":"""",""city"":""New York"",""state"":"""",""zip"":""""}'}"
861,MN,Free,Manhattan Down Alliance,5,"16 Bond Street, New York, NY 10038, USA",40.705101,-74.0026016,983528.6815,196163.7964,Outdoor,,New York,#DwtwnAllianceFreeWiFi,,,1,Manhattan,MN23,West Village,1,10012,102,5502,1005502,0,1000730008,58,"{'latitude': '40.7051010003', 'needs_recoding': False, 'longitude': '-74.0026015994', 'human_address': '{""address"":"""",""city"":""New York"",""state"":"""",""zip"":""""}'}"
862,MN,Free,Manhattan Down Alliance,6,"East River Ferry, John Street, New York, NY 10006, USA",40.7047997,-74.0022964,983613.2982,196054.0213,Outdoor,,New York,#DwtwnAllianceFreeWiFi,,,1,Manhattan,MN25,Battery Park City-Lower Manhattan,1,10038,101,1502,1001502,0,1000730008,59,"{'latitude': '40.7047997001', 'needs_recoding': False, 'longitude': '-74.0022963999', 'human_address': '{""address"":"""",""city"":""New York"",""state"":"""",""zip"":""""}'}"
